entity_id,state,last_changed
light.huewhite0475,off,2025-12-23T13:40:00.000Z
light.huewhite0475,on,2025-12-23T13:45:21.221Z
light.huewhite0475,off,2025-12-23T13:46:30.164Z
light.huewhite0475,on,2025-12-23T13:51:34.211Z
light.huewhite0475,off,2025-12-23T13:57:31.219Z
light.huewhite0475,on,2025-12-23T14:06:39.216Z
light.huewhite0475,off,2025-12-23T14:07:10.170Z
light.huewhite0475,on,2025-12-23T14:10:18.229Z
light.huewhite0475,off,2025-12-23T14:13:10.218Z
light.huewhite0475,on,2025-12-23T14:19:16.222Z
light.huewhite0475,off,2025-12-23T14:30:55.210Z
light.huewhite0475,on,2025-12-23T14:34:21.166Z
light.huewhite0475,off,2025-12-23T14:38:31.221Z
light.huewhite0475,on,2025-12-23T14:42:14.213Z
light.huewhite0475,off,2025-12-23T14:46:44.209Z
light.huewhite0475,on,2025-12-23T14:48:37.214Z
light.huewhite0475,off,2025-12-23T14:51:48.213Z
light.huewhite0475,on,2025-12-23T14:54:57.231Z
light.huewhite0475,off,2025-12-23T14:59:41.214Z
light.huewhite0475,on,2025-12-23T15:03:46.209Z
light.huewhite0475,off,2025-12-23T15:05:18.218Z
light.huewhite0475,on,2025-12-23T15:07:14.215Z
light.huewhite0475,off,2025-12-23T15:08:46.209Z
light.huewhite0475,on,2025-12-23T15:09:17.166Z
light.huewhite0475,off,2025-12-23T15:10:15.164Z
light.huewhite0475,on,2025-12-23T15:16:00.213Z
light.huewhite0475,off,2025-12-23T15:19:22.210Z
light.huewhite0475,on,2025-12-23T15:20:01.171Z
light.huewhite0475,off,2025-12-23T15:22:09.209Z
light.huewhite0475,on,2025-12-23T15:30:36.222Z
light.huewhite0475,off,2025-12-23T15:36:18.212Z
light.huewhite0475,on,2025-12-23T15:39:35.213Z
light.huewhite0475,off,2025-12-23T15:43:36.216Z
light.huewhite0475,on,2025-12-23T15:44:11.165Z
light.huewhite0475,off,2025-12-23T15:45:00.213Z
light.huewhite0475,on,2025-12-23T15:49:13.213Z
light.huewhite0475,off,2025-12-23T15:52:51.211Z
light.huewhite0475,on,2025-12-23T15:58:43.227Z
light.huewhite0475,off,2025-12-23T16:08:04.164Z
light.huewhite0475,on,2025-12-23T16:11:52.220Z
light.huewhite0475,off,2025-12-23T16:12:42.214Z
light.huewhite0475,on,2025-12-23T16:14:54.220Z
light.huewhite0475,off,2025-12-23T16:27:26.211Z
light.huewhite0475,on,2025-12-23T16:28:23.162Z
light.huewhite0475,off,2025-12-23T16:35:51.212Z
light.huewhite0475,on,2025-12-23T16:37:08.210Z
light.huewhite0475,off,2025-12-23T16:44:58.212Z
light.huewhite0475,on,2025-12-23T16:54:30.219Z
light.huewhite0475,off,2025-12-23T16:56:52.164Z
light.huewhite0475,on,2025-12-23T16:58:01.171Z
light.huewhite0475,off,2025-12-23T17:00:50.211Z
light.huewhite0475,on,2025-12-23T17:08:01.173Z
light.huewhite0475,off,2025-12-23T17:14:04.213Z
light.huewhite0475,on,2025-12-23T17:16:36.211Z
light.huewhite0475,off,2025-12-23T17:18:10.168Z
light.huewhite0475,on,2025-12-23T17:19:47.212Z
light.huewhite0475,off,2025-12-23T17:22:48.238Z
light.huewhite0475,on,2025-12-23T17:24:16.164Z
light.huewhite0475,off,2025-12-23T17:30:34.209Z
light.huewhite0475,on,2025-12-23T17:32:53.220Z
light.huewhite0475,off,2025-12-23T17:33:33.164Z
light.huewhite0475,on,2025-12-23T17:39:14.218Z
light.huewhite0475,off,2025-12-23T17:47:54.215Z
light.huewhite0475,on,2025-12-23T17:53:51.211Z
light.huewhite0475,off,2025-12-23T17:58:39.215Z
light.huewhite0475,on,2025-12-23T18:02:13.211Z
light.huewhite0475,off,2025-12-23T18:11:40.211Z
light.huewhite0475,on,2025-12-23T18:16:34.211Z
light.huewhite0475,off,2025-12-23T18:31:00.214Z
light.huewhite0475,on,2025-12-23T18:31:34.173Z
light.huewhite0475,off,2025-12-23T18:33:05.211Z
light.huewhite0475,on,2025-12-23T18:36:15.260Z
light.huewhite0475,off,2025-12-23T18:39:22.222Z
light.huewhite0475,on,2025-12-23T18:42:45.210Z
light.huewhite0475,off,2025-12-23T18:52:49.242Z
light.huewhite0475,on,2025-12-23T19:02:33.187Z
light.huewhite0475,off,2025-12-23T19:03:36.208Z
light.huewhite0475,on,2025-12-23T19:10:23.213Z
light.huewhite0475,off,2025-12-23T19:13:28.214Z
light.huewhite0475,on,2025-12-23T19:16:27.211Z
light.huewhite0475,off,2025-12-23T19:17:50.211Z
light.huewhite0475,on,2025-12-23T19:20:15.203Z
light.huewhite0475,off,2025-12-23T19:22:07.211Z
light.huewhite0475,on,2025-12-23T19:24:38.212Z
light.huewhite0475,off,2025-12-23T19:25:44.163Z
light.huewhite0475,on,2025-12-23T19:29:16.220Z
light.huewhite0475,off,2025-12-23T19:31:27.211Z
light.huewhite0475,on,2025-12-23T19:33:13.176Z
light.huewhite0475,off,2025-12-23T19:33:18.160Z
light.huewhite0475,on,2025-12-23T19:40:36.212Z
light.huewhite0475,off,2025-12-23T19:44:26.163Z
light.huewhite0475,on,2025-12-23T19:47:44.210Z
light.huewhite0475,off,2025-12-23T19:48:59.224Z
light.huewhite0475,on,2025-12-23T19:49:05.170Z
light.huewhite0475,off,2025-12-23T19:52:56.216Z
light.huewhite0475,on,2025-12-23T19:57:05.167Z
light.huewhite0475,off,2025-12-23T19:58:02.170Z
light.huewhite0475,on,2025-12-23T20:07:29.219Z
light.huewhite0475,off,2025-12-23T20:12:54.247Z
light.huewhite0475,on,2025-12-23T20:14:29.174Z
light.huewhite0475,off,2025-12-23T20:14:58.248Z
light.huewhite0475,on,2025-12-23T20:17:36.212Z
light.huewhite0475,off,2025-12-23T20:21:04.214Z
light.huewhite0475,on,2025-12-23T20:22:05.166Z
light.huewhite0475,off,2025-12-23T20:22:41.210Z
light.huewhite0475,on,2025-12-23T20:28:10.215Z
light.huewhite0475,off,2025-12-23T20:33:47.214Z
light.huewhite0475,on,2025-12-23T20:35:13.214Z
light.huewhite0475,off,2025-12-23T20:36:58.220Z
light.huewhite0475,on,2025-12-23T20:38:53.217Z
light.huewhite0475,off,2025-12-23T20:42:57.212Z
light.huewhite0475,on,2025-12-23T20:43:27.165Z
light.huewhite0475,off,2025-12-23T20:45:05.216Z
light.huewhite0475,on,2025-12-23T20:45:41.164Z
light.huewhite0475,off,2025-12-23T20:46:40.213Z
light.huewhite0475,on,2025-12-23T20:47:25.164Z
light.huewhite0475,off,2025-12-23T20:48:35.208Z
light.huewhite0475,on,2025-12-23T20:50:24.165Z
light.huewhite0475,off,2025-12-23T20:54:13.211Z
light.huewhite0475,on,2025-12-23T20:55:12.214Z
light.huewhite0475,off,2025-12-23T21:09:22.219Z
light.huewhite0475,on,2025-12-23T21:14:55.220Z
light.huewhite0475,off,2025-12-23T21:19:16.212Z
light.huewhite0475,on,2025-12-23T21:19:59.163Z
light.huewhite0475,off,2025-12-23T21:24:54.212Z
light.huewhite0475,on,2025-12-23T21:29:46.164Z
light.huewhite0475,off,2025-12-23T21:47:19.230Z
light.huewhite0475,on,2025-12-23T21:48:04.164Z
light.huewhite0475,off,2025-12-23T21:52:07.219Z
light.huewhite0475,on,2025-12-23T21:56:03.219Z
light.huewhite0475,off,2025-12-23T21:58:04.212Z
light.huewhite0475,on,2025-12-23T21:59:15.223Z
light.huewhite0475,off,2025-12-23T22:10:39.208Z
light.huewhite0475,on,2025-12-23T22:14:09.211Z
light.huewhite0475,off,2025-12-23T22:17:40.207Z
light.huewhite0475,on,2025-12-23T22:20:10.209Z
light.huewhite0475,off,2025-12-23T22:23:42.212Z
light.huewhite0475,on,2025-12-23T22:27:33.233Z
light.huewhite0475,off,2025-12-23T22:28:41.212Z
light.huewhite0475,on,2025-12-23T22:40:48.219Z
light.huewhite0475,off,2025-12-23T22:43:11.212Z
light.huewhite0475,on,2025-12-23T22:43:38.174Z
light.huewhite0475,off,2025-12-23T22:45:13.227Z
light.huewhite0475,on,2025-12-23T22:48:25.172Z
light.huewhite0475,off,2025-12-23T22:53:41.234Z
light.huewhite0475,on,2025-12-23T22:57:39.213Z
light.huewhite0475,off,2025-12-23T23:17:41.242Z
light.huewhite0475,on,2025-12-23T23:24:08.212Z
light.huewhite0475,off,2025-12-23T23:37:23.211Z
light.huewhite0475,on,2025-12-23T23:38:36.213Z
light.huewhite0475,off,2025-12-23T23:44:00.211Z
light.huewhite0475,on,2025-12-23T23:45:22.212Z
light.huewhite0475,off,2025-12-23T23:46:50.218Z
light.huewhite0475,on,2025-12-23T23:48:48.217Z
light.huewhite0475,off,2025-12-23T23:49:56.165Z
light.huewhite0475,on,2025-12-23T23:52:00.212Z
light.huewhite0475,off,2025-12-23T23:53:16.208Z
light.huewhite0475,on,2025-12-23T23:54:27.164Z
light.huewhite0475,off,2025-12-23T23:58:57.211Z
light.huewhite0475,on,2025-12-24T00:01:47.230Z
light.huewhite0475,off,2025-12-24T00:06:36.214Z
