Timestamp,Device,Command
2025-12-21T19:11:08.189583+00:00,ESP2light,OFF
2025-12-21T19:11:28.185161+00:00,Nanoleaf1624,OFF
2025-12-21T19:11:35.184384+00:00,Nanoleaf1624,ON
2025-12-21T19:12:34.187154+00:00,Nanoleaf1624,OFF
2025-12-21T19:13:10.197702+00:00,ESP2light,ON
2025-12-21T19:13:28.185695+00:00,ESP2light,OFF
2025-12-21T19:13:36.184517+00:00,HueWhite0475,OFF
2025-12-21T19:15:09.185994+00:00,Nanoleaf0176,OFF
2025-12-21T19:15:43.194814+00:00,Nanoleaf1624,ON
2025-12-21T19:16:02.183851+00:00,Nanoleaf1624,OFF
2025-12-21T19:16:38.185919+00:00,ESP3light,OFF
2025-12-21T19:17:16.183295+00:00,ESP3light,ON
2025-12-21T19:17:36.185669+00:00,HueWhite1549,ON
2025-12-21T19:17:58.184645+00:00,HueWhite0475,ON
2025-12-21T19:18:10.184492+00:00,ESP2light,ON
2025-12-21T19:18:25.184957+00:00,ESP1light,ON
2025-12-21T19:18:42.185132+00:00,HueWhite0475,OFF
2025-12-21T19:19:54.186082+00:00,ESP3light,OFF
2025-12-21T19:20:38.185541+00:00,HueWhite1549,OFF
2025-12-21T19:20:48.184832+00:00,HueWhite1549,ON
2025-12-21T19:21:39.185613+00:00,HueWhite1549,OFF
2025-12-21T19:22:08.184738+00:00,ESP1light,OFF
2025-12-21T19:22:13.185343+00:00,Nanoleaf0176,ON
2025-12-21T19:22:57.187344+00:00,Nanoleaf1624,ON
2025-12-21T19:23:20.185407+00:00,ESP1light,ON
2025-12-21T19:23:23.188566+00:00,ESP2light,OFF
2025-12-21T19:23:41.187659+00:00,HueWhite0475,ON
2025-12-21T19:24:35.187038+00:00,ESP2light,ON
2025-12-21T19:24:37.185958+00:00,ESP1light,OFF
2025-12-21T19:24:49.186357+00:00,Nanoleaf0176,OFF
2025-12-21T19:25:59.187384+00:00,Nanoleaf0176,ON
2025-12-21T19:26:05.184117+00:00,ESP1light,ON
2025-12-21T19:26:28.184947+00:00,Nanoleaf1624,OFF
2025-12-21T19:26:30.186318+00:00,Nanoleaf1624,ON
2025-12-21T19:27:15.185211+00:00,ESP3light,ON
2025-12-21T19:27:18.186426+00:00,Nanoleaf0176,OFF
2025-12-21T19:28:31.187674+00:00,ESP1light,OFF
2025-12-21T19:28:42.185864+00:00,ESP1light,ON
2025-12-21T19:29:18.191305+00:00,ESP1light,OFF
2025-12-21T19:29:43.183585+00:00,ESP2light,OFF
2025-12-21T19:29:58.186447+00:00,Nanoleaf0176,ON
2025-12-21T19:30:20.186127+00:00,HueWhite0475,OFF
2025-12-21T19:30:35.184352+00:00,Nanoleaf0176,OFF
2025-12-21T19:31:29.185081+00:00,Nanoleaf0176,ON
2025-12-21T19:31:53.185501+00:00,Nanoleaf0176,OFF
2025-12-21T19:31:58.185771+00:00,ESP2light,ON
2025-12-21T19:31:59.183804+00:00,ESP3light,OFF
2025-12-21T19:32:21.190187+00:00,HueWhite0475,ON
2025-12-21T19:33:23.184089+00:00,HueWhite1549,ON
